Protein,Total Fat,Carbohydrate,"Sugars, total","Fiber, total dietary",Calcium,Iron,Sodium,Vitamin D (D2 + D3),Cholesterol,"Fatty acids, total saturated",Potassium,Energy,novaclass
2.42,0.66,7.71,1.24,3.4,19.0,0.75,487.0,0.0,0.0,0.17,125.0,46.0,4
4.19,1.03,13.66,3.17,4.0,38.0,1.02,187.0,0.0,2.0,0.252,158.0,74.0,4
4.62,1.66,11.17,1.91,1.7,14.0,0.89,301.0,0.0,3.0,0.66,127.0,77.0,4
4.62,1.66,11.17,1.91,1.7,14.0,0.89,301.0,0.0,3.0,0.66,127.0,77.0,4
3.2,1.09,9.88,3.19,1.9,12.0,0.73,336.0,0.0,0.0,0.524,71.0,61.0,4
3.85,0.92,11.83,5.06,1.9,17.0,0.77,166.0,0.0,2.0,0.3,183.0,71.0,4
4.0,0.7,11.4,1.57,1.9,16.0,0.7,196.0,0.0,3.0,0.294,204.0,68.0,4
10.68,29.52,6.32,0.0,2.6,23.0,2.41,1465.0,0.0,0.0,4.622,170.0,310.0,4
32.0,25.9,28.6,0.0,10.2,101.0,0.72,1770.0,0.0,0.0,4.055,145.0,476.0,4
18.53,18.16,9.84,0.0,2.8,63.0,3.72,888.0,0.0,0.0,2.926,231.0,257.0,4
23.64,12.73,3.64,0.0,3.6,35.0,3.27,709.0,0.0,0.0,1.82,54.0,224.0,4
21.28,12.77,8.51,0.0,4.3,42.0,3.83,400.0,0.0,0.0,1.13,300.0,234.0,4
23.0,18.0,9.0,0.8,6.1,95.0,2.0,490.0,0.0,0.0,2.849,600.0,290.0,4
19.61,13.73,7.7,0.0,3.9,33.0,1.41,471.0,0.0,0.0,1.961,98.0,233.0,4
17.78,11.11,4.44,2.22,0.0,41.0,1.8,711.0,0.0,0.0,1.338,200.0,189.0,4
21.0,9.0,8.0,1.25,4.6,25.0,2.16,550.0,0.0,0.0,1.425,180.0,197.0,4
15.7,6.3,14.27,1.07,4.9,136.0,2.41,569.0,0.0,5.0,1.44,333.0,177.0,4
7.44,2.93,13.89,2.55,4.4,26.0,2.18,316.0,0.0,0.0,0.487,363.0,107.0,4
21.0,9.0,8.0,1.2,4.6,29.0,2.1,550.0,0.0,0.0,1.425,180.0,197.0,4
21.22,49.42,21.67,3.89,12.2,264.0,3.72,1.0,0.0,0.0,3.731,705.0,575.0,1
21.23,55.17,17.68,4.55,10.5,291.0,3.68,339.0,0.0,0.0,4.208,699.0,607.0,3
21.06,52.05,21.2,4.93,10.9,267.0,3.83,339.0,0.0,0.0,4.03,712.0,595.0,3
21.06,52.05,21.2,4.93,10.9,267.0,3.83,3.0,0.0,0.0,4.03,712.0,595.0,1
18.74,48.61,25.38,13.77,9.3,257.0,3.29,299.0,0.0,0.0,3.708,622.0,571.0,3
14.32,66.43,12.27,2.33,7.5,160.0,2.43,3.0,0.0,0.0,15.137,659.0,656.0,1
16.84,47.77,30.16,5.01,3.3,43.0,6.05,308.0,0.0,0.0,8.478,632.0,581.0,3
16.84,47.77,30.16,5.01,3.3,43.0,6.05,308.0,0.0,0.0,8.478,632.0,581.0,3
16.84,47.77,29.87,5.01,3.3,43.0,6.05,13.0,0.0,0.0,8.478,632.0,580.0,3
15.31,46.35,32.69,5.01,3.0,45.0,6.0,640.0,0.0,0.0,9.157,565.0,574.0,3
15.31,46.35,32.69,5.01,3.0,45.0,6.0,16.0,0.0,0.0,9.157,565.0,574.0,1
14.52,41.08,37.48,15.82,2.9,38.0,5.26,265.0,0.0,0.0,7.29,551.0,542.0,3
3.17,2.2,52.96,10.6,5.1,29.0,0.91,2.0,0.0,0.0,0.414,592.0,245.0,1
3.33,33.49,15.23,6.23,9.0,14.0,2.43,20.0,0.0,0.0,29.698,356.0,354.0,1
3.13,27.99,51.85,36.75,9.9,11.0,1.51,285.0,0.0,0.0,26.396,361.0,456.0,3
14.95,60.75,16.7,4.34,9.7,114.0,4.7,0.0,0.0,0.0,4.464,680.0,628.0,1
7.79,76.08,12.83,4.14,8.0,70.0,2.65,265.0,0.0,0.0,11.947,363.0,716.0,3
7.79,76.08,12.83,4.14,8.0,70.0,2.65,265.0,0.0,0.0,11.947,363.0,716.0,3
20.04,53.95,21.05,4.15,7.0,117.0,2.61,273.0,0.0,0.0,8.711,632.0,607.0,3
17.3,51.45,25.35,4.64,9.0,70.0,3.7,669.0,0.0,0.0,6.899,597.0,594.0,3
17.34,46.58,29.43,14.8,6.1,102.0,2.31,236.0,0.0,0.0,7.522,553.0,566.0,3
13.5,22.01,21.26,2.47,8.8,55.0,1.01,751.0,0.0,0.0,3.055,180.0,318.0,3
28.03,52.5,15.26,4.18,9.4,61.0,1.52,420.0,0.0,0.0,8.686,726.0,599.0,3
26.35,49.3,18.92,4.16,6.9,88.0,1.83,6.0,0.0,0.0,6.843,682.0,581.0,3
23.68,49.66,21.51,4.18,8.0,54.0,2.26,679.0,0.0,0.0,6.893,658.0,585.0,3
23.68,49.66,21.51,4.18,8.0,54.0,2.26,6.0,0.0,0.0,6.893,658.0,585.0,1
24.47,45.77,23.87,14.18,8.2,54.0,1.38,367.0,0.0,0.0,7.572,640.0,561.0,3
9.17,71.97,13.86,3.97,9.6,70.0,2.53,0.0,0.0,0.0,6.18,410.0,691.0,1
13.69,68.37,13.08,3.59,3.7,16.0,5.53,2.0,0.0,0.0,4.899,597.0,673.0,1
15.23,65.21,13.71,2.61,6.7,98.0,2.91,2.0,0.0,0.0,6.126,441.0,654.0,1
12.64,55.82,23.56,14.14,5.7,84.0,2.49,20.0,0.0,0.0,5.429,374.0,603.0,3
20.96,55.5,18.82,4.43,10.3,347.0,3.49,215.0,0.0,0.0,4.152,748.0,614.0,3
9.0,27.74,47.81,36.25,4.8,172.0,1.6,9.0,0.0,0.0,2.629,314.0,458.0,3
17.56,49.41,27.57,5.01,2.0,43.0,5.03,614.0,0.0,0.0,9.763,546.0,587.0,3
25.09,50.39,19.56,9.22,6.0,43.0,1.87,459.0,0.0,0.0,10.51,649.0,588.0,3
24.0,49.9,21.83,9.29,6.6,41.0,1.9,203.0,0.0,0.0,7.716,747.0,590.0,3
24.8,54.89,14.23,3.34,7.8,72.0,2.84,447.0,0.0,0.0,10.22,818.0,650.0,3
25.9,34.0,35.65,9.28,5.2,35.0,1.9,540.0,0.0,0.0,5.76,669.0,520.0,3
2.29,23.84,5.54,3.34,2.2,16.0,1.64,15.0,0.0,0.0,21.14,263.0,230.0,2
1.17,16.31,53.21,51.5,0.2,4.0,0.13,36.0,0.0,0.0,15.472,101.0,357.0,3
0.72,0.2,3.71,2.61,1.1,24.0,0.29,105.0,0.0,0.0,0.176,250.0,19.0,1
0.68,0.19,8.58,7.53,1.0,23.0,0.28,100.0,0.0,0.0,0.167,237.0,38.0,3
30.23,49.05,10.71,1.4,6.0,46.0,8.82,7.0,0.0,0.0,8.659,809.0,559.0,1
29.84,49.05,14.71,1.29,6.5,52.0,8.07,256.0,0.0,0.0,8.544,788.0,574.0,3
29.84,49.05,14.71,1.29,6.5,52.0,8.07,18.0,0.0,0.0,8.544,788.0,574.0,1
20.78,51.46,20.0,2.62,8.6,78.0,5.25,9.0,0.0,0.0,4.455,645.0,584.0,1
19.33,49.8,24.07,2.73,9.0,70.0,3.8,410.0,0.0,0.0,5.219,850.0,582.0,3
20.06,51.3,22.89,3.11,10.6,87.0,4.28,410.0,0.0,0.0,7.068,483.0,592.0,3
20.06,51.3,22.89,3.11,10.6,87.0,4.28,3.0,0.0,0.0,7.068,483.0,592.0,3
19.33,49.8,24.07,2.73,9.0,70.0,3.8,410.0,0.0,0.0,5.219,850.0,582.0,3
16.96,48.0,26.04,0.48,16.9,131.0,7.78,39.0,0.0,0.0,6.722,406.0,567.0,1
17.73,49.67,23.45,0.3,11.8,975.0,14.55,11.0,0.0,0.0,6.957,468.0,573.0,1
18.29,42.16,28.88,1.55,27.3,255.0,5.73,30.0,0.0,0.0,3.663,813.0,534.0,1
4.6,0.5,77.3,0.0,77.3,294.0,0.0,125.0,0.0,0.0,0.06,0.0,200.0,4
4.62,0.65,88.88,49.08,39.8,348.0,2.94,35.0,0.0,0.0,0.09,827.0,222.0,1
8.15,31.36,56.29,34.11,3.8,303.0,1.29,107.0,0.0,1.0,29.018,633.0,540.0,4
0.92,0.13,64.9,26.16,8.0,70.0,0.61,9.0,0.0,0.0,0.018,166.0,219.0,4
10.33,0.98,76.31,0.27,2.7,15.0,4.64,2.0,0.0,0.0,0.155,107.0,364.0,1
13.21,2.5,71.97,0.41,10.7,34.0,3.6,2.0,0.0,0.0,0.43,363.0,340.0,1
8.0,15.4,63.3,11.65,2.1,179.0,2.77,1276.0,0.0,2.0,3.965,163.0,428.0,4
9.58,3.28,49.2,5.42,3.2,217.0,3.57,501.0,0.0,0.0,0.735,138.0,267.0,4
10.39,4.09,54.88,5.33,3.3,135.0,3.6,599.0,0.0,1.0,0.722,163.0,300.0,4
9.87,3.76,50.15,6.37,2.1,173.0,3.43,500.0,0.0,0.0,0.885,127.0,278.0,4
9.9,4.3,52.7,1.77,2.3,95.0,3.28,544.0,0.0,0.0,0.606,108.0,293.0,4
8.96,5.74,48.39,4.95,4.2,20.0,2.77,450.0,0.0,0.0,0.999,159.0,270.0,4
9.15,3.19,49.06,5.07,2.7,260.0,3.59,491.0,0.0,0.0,0.698,115.0,265.0,4
9.0,4.0,54.4,4.74,2.5,119.0,3.33,592.0,0.0,1.0,0.578,131.0,293.0,4
11.05,3.27,45.18,5.32,4.8,184.0,3.01,482.0,0.0,0.0,0.722,182.0,256.0,4
12.64,4.04,52.78,5.26,5.8,124.0,3.14,588.0,0.0,0.0,0.75,228.0,300.0,4
11.75,1.83,56.44,2.56,2.4,44.0,3.63,513.0,0.0,0.0,0.497,128.0,289.0,4
12.91,2.01,62.02,2.81,2.6,48.0,3.99,564.0,0.0,0.0,0.546,141.0,318.0,4
11.75,1.83,56.44,2.56,2.4,44.0,3.63,513.0,0.0,0.0,0.497,128.0,289.0,4
13.0,2.14,61.93,3.59,3.1,47.0,3.87,720.0,0.0,0.0,0.502,140.0,319.0,4
8.77,7.89,35.82,1.75,1.8,35.0,3.16,561.0,0.0,0.0,0.877,114.0,249.0,4
8.52,11.62,42.75,1.93,1.6,57.0,2.51,339.0,0.2,30.0,6.885,127.0,311.0,4
8.8,3.5,50.0,0.83,2.7,78.0,2.94,584.0,0.0,0.0,0.855,110.0,271.0,4
9.67,3.85,54.94,0.91,3.0,86.0,3.23,642.0,0.0,0.0,0.94,121.0,298.0,4
9.1,1.2,55.7,1.3,2.2,86.0,2.62,536.0,0.0,0.0,0.166,120.0,275.0,4
10.0,1.32,61.21,1.43,2.4,95.0,2.88,589.0,0.0,0.0,0.182,132.0,302.0,4
8.56,1.14,58.01,6.17,2.7,92.0,2.59,494.0,0.0,0.0,0.159,148.0,278.0,4
10.42,20.83,44.83,2.08,2.1,90.0,2.49,750.0,0.1,10.0,6.25,84.0,408.0,4
10.97,21.93,47.19,2.19,2.2,95.0,2.62,789.0,0.1,11.0,6.579,88.0,429.0,4
9.15,3.19,49.06,5.07,2.7,260.0,3.59,491.0,0.0,0.0,0.698,115.0,265.0,4
9.0,4.0,54.4,4.74,2.5,119.0,3.33,592.0,0.0,1.0,0.578,131.0,293.0,4
6.64,5.11,49.43,8.92,1.7,82.0,2.87,851.0,0.5,3.0,1.498,298.0,272.0,4
9.5,6.0,47.8,1.78,2.3,93.0,3.04,412.0,0.5,51.0,1.593,115.0,283.0,4
10.5,6.6,52.6,1.94,2.5,102.0,3.34,540.0,0.5,56.0,1.616,126.0,315.0,4
8.36,16.61,41.72,3.69,2.4,27.0,3.05,544.0,0.2,0.0,5.281,103.0,350.0,4
9.19,18.25,45.85,4.06,2.6,30.0,3.35,598.0,0.2,0.0,5.803,113.0,385.0,4
8.62,2.99,46.46,5.02,2.6,244.0,3.37,459.0,0.0,0.0,0.655,117.0,250.0,4
8.7,2.5,44.3,4.76,9.7,94.0,3.19,453.0,0.0,0.0,0.549,76.0,207.0,4
9.56,2.75,48.68,5.23,10.7,103.0,3.5,498.0,0.0,0.0,0.603,84.0,227.0,4
6.96,2.81,44.6,12.83,7.7,77.0,2.63,328.0,0.0,0.0,0.492,168.0,206.0,4
12.1,2.2,43.8,1.44,3.0,124.0,4.15,478.0,0.0,0.0,0.332,322.0,245.0,4
13.2,2.4,48.1,1.44,3.3,136.0,4.56,601.0,0.0,0.0,0.364,346.0,270.0,4
12.5,3.13,47.07,12.5,6.3,188.0,2.25,375.0,0.1,0.0,0.0,718.0,266.0,4
13.74,3.44,51.72,13.74,6.9,207.0,2.47,412.0,0.1,0.0,0.0,789.0,292.0,4
7.9,4.4,52.3,5.68,4.3,66.0,2.9,313.0,0.0,0.0,1.081,227.0,274.0,4
8.6,4.8,56.9,6.18,4.7,72.0,3.15,424.0,0.0,0.0,1.175,246.0,297.0,4
11.75,1.83,56.44,2.56,2.4,44.0,3.63,513.0,0.0,0.0,0.497,128.0,289.0,4
13.0,2.14,61.93,3.59,3.1,47.0,3.87,720.0,0.0,0.0,0.502,140.0,319.0,4
7.9,6.2,49.91,7.32,2.2,20.0,2.81,954.0,0.3,47.0,1.315,141.0,289.0,4
9.06,3.52,46.34,6.14,2.9,251.0,3.45,441.0,0.0,2.0,1.02,225.0,255.0,4
9.95,3.86,50.92,6.75,3.2,276.0,3.79,484.0,0.0,2.0,1.121,247.0,280.0,4
6.82,18.27,44.88,3.72,1.6,50.0,2.57,185.0,0.4,3.0,4.751,115.0,373.0,4
9.87,3.76,50.15,6.37,2.1,173.0,3.43,500.0,0.0,0.0,0.885,127.0,278.0,4
10.85,4.13,55.11,7.0,2.3,190.0,3.77,549.0,0.0,0.0,0.973,140.0,305.0,4
8.3,2.0,42.1,4.76,6.2,59.0,2.99,442.0,0.0,0.0,0.325,78.0,196.0,4
9.9,4.3,52.7,1.77,2.3,95.0,3.28,544.0,0.0,0.0,0.606,108.0,293.0,4
11.75,1.83,56.44,2.56,2.4,44.0,3.63,513.0,0.0,0.0,0.497,128.0,289.0,4
9.5,6.4,52.0,4.3,3.7,59.0,3.52,459.0,0.0,50.0,1.577,104.0,307.0,4
11.56,7.8,49.5,5.3,1.9,205.0,3.57,540.0,0.0,9.0,2.361,137.0,315.0,4
8.6,4.3,50.2,0.31,3.2,91.0,2.71,507.0,0.0,0.0,0.962,114.0,277.0,4
10.84,6.44,51.95,5.53,2.0,178.0,3.71,533.0,0.0,4.0,1.369,140.0,309.0,4
9.87,3.76,50.15,6.37,2.1,173.0,3.43,500.0,0.0,0.0,0.885,127.0,278.0,4
8.75,1.56,51.7,0.22,1.9,12.0,3.14,307.0,0.0,1.0,0.389,77.0,261.0,4
11.75,1.83,56.44,2.56,2.4,44.0,3.63,513.0,0.0,0.0,0.497,128.0,289.0,4
6.2,16.4,50.9,31.73,2.4,72.0,1.6,304.0,0.0,66.0,3.079,111.0,372.0,4
6.81,18.02,55.93,34.87,2.6,79.0,1.76,334.0,0.0,73.0,3.384,122.0,409.0,4
6.2,16.4,50.9,31.73,2.4,72.0,1.6,304.0,0.0,66.0,3.079,111.0,372.0,4
4.72,24.36,49.59,25.42,1.3,164.0,1.46,305.0,0.0,3.0,12.11,96.0,436.0,4
5.98,15.28,52.88,33.65,2.5,70.0,1.62,283.0,0.0,61.0,2.868,156.0,367.0,4
4.65,15.22,56.55,40.4,2.0,56.0,1.31,257.0,0.0,47.0,2.841,140.0,377.0,4
6.74,5.53,50.48,23.42,2.3,145.0,2.02,261.0,0.2,33.0,1.17,118.0,274.0,4
5.38,16.04,54.38,38.94,2.1,90.0,1.34,248.0,0.1,51.0,2.841,105.0,377.0,4
4.82,0.38,59.0,37.11,1.7,43.0,1.55,183.0,0.0,0.0,0.063,233.0,250.0,4
6.47,17.89,50.5,31.66,2.7,72.0,1.67,277.0,0.0,60.0,3.08,155.0,382.0,4
5.09,17.54,54.21,38.38,2.1,57.0,1.35,257.0,0.0,47.0,3.057,129.0,389.0,4
6.35,19.12,49.08,30.37,2.8,72.0,1.65,289.0,0.0,63.0,3.231,126.0,388.0,4
6.98,6.08,56.15,17.42,1.6,15.0,2.57,153.0,0.2,43.0,1.552,78.0,309.0,4
9.42,11.58,56.38,12.5,2.3,86.0,2.87,228.0,0.0,30.0,2.183,103.0,367.0,4
6.5,10.28,67.74,31.29,1.6,16.0,2.44,183.0,0.3,39.0,2.302,109.0,387.0,4
6.2,16.4,50.9,31.73,2.4,72.0,1.6,304.0,0.0,66.0,3.079,111.0,372.0,4
8.2,21.0,45.8,11.26,2.6,37.0,2.03,347.0,0.0,67.0,11.659,118.0,406.0,4
9.2,20.9,47.0,11.35,2.6,53.0,2.15,361.0,0.0,57.0,10.628,132.0,414.0,4
8.67,24.13,44.2,10.22,4.0,43.0,3.57,315.0,0.0,60.0,13.728,189.0,416.0,4
7.62,19.57,43.78,12.02,2.6,36.0,1.92,313.0,0.0,60.0,10.556,132.0,381.0,4
9.74,13.35,46.37,8.16,1.5,36.0,2.72,384.0,0.8,82.0,2.93,110.0,347.0,4
10.02,1.62,50.5,5.05,2.2,89.0,6.05,517.0,0.0,0.0,0.393,75.0,257.0,4
11.14,1.72,57.11,5.82,2.6,99.0,4.5,480.0,0.0,0.0,0.283,85.0,288.0,4
9.8,1.7,55.2,5.98,2.3,19.0,3.8,433.0,0.0,0.0,0.274,148.0,273.0,4
9.8,1.7,55.2,5.98,2.3,19.0,3.8,433.0,0.0,0.0,0.274,148.0,273.0,4
12.0,9.5,68.4,1.26,3.0,22.0,4.28,657.0,0.0,0.0,1.41,124.0,412.0,4
9.87,8.68,57.82,1.03,2.2,33.0,3.47,444.0,0.0,0.0,2.068,91.0,353.0,4
12.0,9.5,68.4,1.26,3.0,22.0,4.28,657.0,0.0,0.0,1.41,124.0,412.0,4
10.26,17.54,51.26,0.95,2.0,73.0,3.11,451.0,0.0,3.0,3.65,90.0,406.0,4
10.8,18.3,63.5,4.41,5.0,96.0,2.82,1089.0,0.0,7.0,5.247,181.0,465.0,4
8.87,1.69,44.17,3.53,3.5,163.0,4.0,362.0,0.0,0.0,0.733,109.0,227.0,4
10.32,2.02,52.65,3.47,2.8,197.0,4.65,477.0,0.0,0.0,0.533,129.0,270.0,4
7.91,1.8,48.1,14.76,2.6,114.0,4.5,277.0,0.0,0.0,0.54,173.0,240.0,4
9.31,1.8,47.63,4.82,3.9,170.0,4.19,377.0,0.0,0.0,0.766,121.0,243.0,4
12.1,3.2,76.6,0.94,6.3,93.0,3.7,598.0,0.0,0.0,0.445,202.0,390.0,4
11.95,9.28,72.41,12.82,3.2,31.0,1.03,217.0,0.0,8.0,2.406,409.0,421.0,4
7.71,8.18,54.49,18.3,2.4,51.0,2.35,351.0,0.7,61.0,4.487,152.0,320.0,4
10.1,9.7,74.2,12.5,2.5,20.0,0.6,227.0,0.0,8.0,2.525,305.0,426.0,4
12.95,3.35,41.29,5.57,6.8,107.0,2.43,472.0,0.0,0.0,0.747,248.0,247.0,4
16.27,4.07,51.16,5.77,9.2,130.0,2.96,583.0,0.0,0.0,0.922,326.0,306.0,4
11.81,3.02,45.65,11.74,6.4,100.0,2.37,419.0,0.0,0.0,0.668,297.0,253.0,4
9.8,2.6,55.0,0.82,7.4,15.0,3.06,532.0,0.0,0.0,0.41,170.0,266.0,4
10.77,2.86,60.44,0.9,8.1,16.0,3.36,585.0,0.0,0.0,0.451,187.0,292.0,4
8.8,2.1,40.4,8.09,6.7,265.0,2.45,364.0,0.0,0.0,0.334,210.0,203.0,4
10.37,3.44,49.46,6.08,4.2,138.0,3.52,519.0,0.0,0.0,0.803,182.0,270.0,4
12.96,4.27,55.77,6.42,4.7,165.0,4.09,611.0,0.0,0.0,0.989,223.0,313.0,4
10.2,1.53,48.89,6.12,4.1,20.0,2.76,439.0,0.0,0.0,0.0,165.0,250.0,4
10.97,1.64,52.57,6.58,4.4,22.0,2.97,472.0,0.0,0.0,0.0,177.0,269.0,4
9.49,1.42,51.92,11.43,4.1,23.0,2.67,396.0,0.0,0.0,0.006,216.0,255.0,4
8.7,4.7,51.1,8.46,7.5,106.0,2.42,401.0,0.0,0.0,0.836,272.0,266.0,4
10.66,2.15,43.91,5.0,9.2,684.0,4.89,478.0,0.0,0.0,0.63,127.0,238.0,4
14.45,4.05,51.97,5.51,7.5,127.0,3.05,585.0,0.0,0.0,0.836,277.0,303.0,4
11.14,3.41,47.01,5.93,5.0,129.0,3.19,505.0,0.0,0.0,0.786,202.0,263.0,4
13.95,4.21,54.39,6.22,6.0,154.0,3.75,603.0,0.0,0.0,0.969,254.0,311.0,4
7.39,9.63,46.54,0.21,4.2,18.0,2.59,684.0,0.0,0.0,1.456,148.0,296.0,4
9.53,3.1,52.88,12.19,4.1,128.0,3.33,461.0,0.0,0.0,0.717,239.0,273.0,4
11.82,3.83,58.46,12.49,4.6,151.0,3.84,542.0,0.0,0.0,0.882,275.0,311.0,4
10.37,3.44,49.46,6.08,4.2,138.0,3.52,519.0,0.0,0.0,0.803,182.0,270.0,4
12.96,4.27,55.77,6.42,4.7,165.0,4.09,611.0,0.0,0.0,0.989,223.0,313.0,4
9.53,3.1,52.88,12.19,4.1,128.0,3.33,461.0,0.0,0.0,0.717,239.0,273.0,4
11.82,3.83,58.46,12.49,4.6,151.0,3.84,542.0,0.0,0.0,0.882,275.0,311.0,4
13.32,2.92,42.47,3.71,11.1,163.0,2.91,332.0,0.0,0.0,0.84,150.0,217.0,4
14.64,3.21,46.67,4.08,12.2,179.0,3.2,365.0,0.0,0.0,0.923,165.0,238.0,4
10.37,1.69,55.68,0.26,4.9,19.0,3.15,418.0,0.0,0.0,0.264,178.0,274.0,4
11.52,1.87,61.87,0.29,5.5,21.0,3.5,464.0,0.0,0.0,0.293,197.0,305.0,4
9.8,2.6,55.0,0.82,7.4,15.0,3.06,532.0,0.0,0.0,0.41,170.0,266.0,4
10.77,2.86,60.44,0.9,8.1,16.0,3.36,585.0,0.0,0.0,0.451,187.0,292.0,4
10.2,1.53,48.89,6.12,4.1,20.0,2.76,439.0,0.0,0.0,0.0,165.0,250.0,4
10.2,1.53,48.89,6.12,4.1,20.0,2.76,439.0,0.0,0.0,0.0,165.0,250.0,4
9.49,1.42,51.92,11.43,4.1,23.0,2.67,396.0,0.0,0.0,0.006,216.0,255.0,4
9.53,2.69,50.82,11.44,4.3,23.0,2.64,389.0,0.0,0.0,0.127,214.0,261.0,4
10.2,1.53,48.89,6.12,4.1,20.0,2.76,439.0,0.0,0.0,0.0,165.0,250.0,4
8.8,3.4,47.8,9.68,4.0,74.0,3.07,486.0,0.0,0.0,0.779,227.0,248.0,4
8.14,3.06,51.41,15.37,4.0,71.0,2.93,431.0,0.0,0.0,0.696,278.0,254.0,4
8.21,2.58,43.05,3.07,4.9,93.0,4.83,316.0,0.0,0.0,0.512,173.0,220.0,4
8.7,2.0,44.8,1.56,4.6,178.0,2.87,382.0,0.0,0.0,0.287,186.0,223.0,4
9.4,2.1,48.7,1.7,5.0,193.0,3.12,415.0,0.0,0.0,0.312,202.0,243.0,4
8.7,2.0,44.8,1.56,4.6,178.0,2.87,382.0,0.0,0.0,0.287,186.0,223.0,4
8.38,2.63,50.64,8.38,4.2,93.0,2.52,264.0,0.0,0.0,0.524,233.0,251.0,4
8.38,2.63,50.64,8.38,4.2,93.0,2.52,264.0,0.0,0.0,0.524,233.0,251.0,4
8.6,6.3,46.0,1.63,3.8,176.0,3.55,485.0,0.0,0.0,1.497,115.0,273.0,4
8.6,6.3,46.0,1.63,3.8,176.0,3.55,485.0,0.0,0.0,1.497,115.0,273.0,4
9.45,6.92,50.55,1.79,4.2,193.0,3.9,533.0,0.0,0.0,1.645,126.0,300.0,4
8.5,3.3,48.3,3.85,5.8,73.0,2.83,660.0,0.0,0.0,0.626,166.0,258.0,4
9.4,3.6,53.1,4.23,6.4,80.0,3.1,725.0,0.0,0.0,0.688,183.0,284.0,4
8.6,3.2,47.9,2.19,6.2,70.0,2.85,666.0,0.0,0.0,0.532,187.0,254.0,4
9.45,3.5,52.65,2.4,6.8,77.0,3.12,732.0,0.0,0.0,0.584,206.0,280.0,4
8.7,3.1,47.5,0.53,6.5,68.0,2.87,671.0,0.0,0.0,0.437,208.0,250.0,4
9.56,3.41,52.2,0.58,7.1,75.0,3.15,737.0,0.0,0.0,0.48,229.0,275.0,4
10.2,1.53,48.89,6.12,4.1,20.0,2.76,439.0,0.0,0.0,0.0,165.0,250.0,4
8.7,3.1,47.5,0.53,6.5,68.0,2.87,671.0,0.0,0.0,0.437,208.0,250.0,4
9.56,3.41,52.2,0.58,7.1,75.0,3.15,737.0,0.0,0.0,0.48,229.0,275.0,4
10.3,3.4,53.1,1.17,4.9,30.0,2.7,650.0,0.0,0.0,0.605,180.0,286.0,4
10.8,2.8,52.8,0.4,5.4,67.0,2.78,707.0,0.0,0.0,0.495,208.0,277.0,4
11.87,3.08,58.02,0.44,5.9,74.0,3.06,777.0,0.0,0.0,0.544,229.0,304.0,4
8.4,4.4,48.5,8.14,4.0,66.0,2.7,470.0,0.0,0.0,0.703,142.0,269.0,4
9.2,4.8,52.7,8.84,4.3,72.0,2.94,651.0,0.0,0.0,0.764,154.0,292.0,4
11.56,4.89,44.22,8.56,5.0,72.0,3.47,452.0,0.0,0.0,0.774,163.0,262.0,4
11.4,4.8,43.7,8.46,4.9,71.0,3.43,448.0,0.0,0.0,0.766,123.0,259.0,4
10.7,1.2,53.3,1.63,3.6,12.0,3.08,590.0,0.0,0.0,0.191,115.0,255.0,4
8.62,6.7,47.65,5.45,2.7,42.0,2.72,403.0,0.3,17.0,1.689,143.0,287.0,4
9.44,3.59,43.35,0.96,4.7,98.0,2.84,288.0,0.0,0.0,0.705,177.0,218.0,4
14.52,4.6,47.11,6.94,8.1,111.0,2.72,457.0,0.0,0.0,0.948,250.0,288.0,4
13.36,4.23,43.34,6.39,7.4,103.0,2.5,420.0,0.0,0.0,0.872,230.0,265.0,4
8.41,2.86,49.94,10.1,5.1,88.0,2.37,477.0,0.0,0.0,0.599,289.0,250.0,4
9.24,3.14,54.88,11.1,5.6,96.0,2.61,524.0,0.0,0.0,0.658,317.0,275.0,4
10.7,3.45,52.38,3.33,16.2,194.0,4.85,304.0,0.0,0.0,0.452,520.0,234.0,4
9.6,6.0,44.6,6.25,3.8,95.0,3.95,458.0,0.0,0.0,1.39,160.0,263.0,4
10.2,1.53,48.89,6.12,4.1,20.0,2.76,439.0,0.0,0.0,0.0,165.0,250.0,4
9.49,1.42,51.92,11.43,4.1,23.0,2.67,396.0,0.0,0.0,0.006,216.0,255.0,4
9.1,1.8,46.3,0.81,2.8,196.0,3.02,334.0,0.0,0.0,0.23,156.0,235.0,4
9.62,5.88,45.56,4.62,2.1,61.0,2.89,231.0,0.5,3.0,0.948,171.0,274.0,4
10.57,6.46,50.06,5.07,2.3,67.0,3.18,254.0,0.5,3.0,1.042,188.0,301.0,4
8.9,4.6,43.5,4.67,4.9,69.0,3.61,303.0,0.0,0.0,0.709,215.0,243.0,4
9.7,5.0,47.3,5.08,5.3,75.0,3.92,478.0,0.0,0.0,0.771,212.0,264.0,4
4.97,1.28,29.43,0.55,1.2,5.0,1.03,197.0,0.0,0.0,0.248,22.0,131.0,4
8.9,4.6,43.5,4.67,4.9,69.0,3.61,303.0,0.0,0.0,0.709,215.0,243.0,4
9.7,5.0,47.3,5.08,5.3,75.0,3.92,478.0,0.0,0.0,0.771,212.0,264.0,4
6.5,14.08,46.21,6.8,1.6,17.0,2.59,959.0,0.0,0.0,3.506,154.0,335.0,4
7.21,5.55,28.42,2.83,1.7,53.0,1.79,481.0,0.3,49.0,1.58,128.0,193.0,4
7.38,15.09,46.63,8.02,0.9,54.0,2.68,1080.0,0.0,1.0,3.823,177.0,352.0,4
